contest-tmp2m-14d__tmp2m,index
23.58031917167107,375890
23.583311975603266,375891
23.80008199373222,375892
23.385836833657926,375893
23.261725166850482,375894
23.22772467604107,375895
23.24945182857752,375896
23.095814750544136,375897
22.784410860736532,375898
22.478636726064746,375899
22.249944328900455,375900
21.985213874377045,375901
21.71242410285401,375902
21.418658060591728,375903
21.131322241213233,375904
20.915402947005138,375905
20.773468527513252,375906
20.89894309313043,375907
21.090195412070457,375908
21.166200709142288,375909
21.11562069722371,375910
20.929390415224226,375911
20.477373449265023,375912
20.01237313528681,375913
19.687022539717358,375914
19.280655672114285,375915
18.977596707191182,375916
27.41862752479762,375917
27.350806407447532,375918
27.42694538446331,375919
27.557584154511908,375920
27.5241316785078,375921
27.657974893479437,375922
27.568077874003567,375923
27.384780902517576,375924
27.142360428091063,375925
27.05959206280506,375926
27.047080156067967,375927
27.182156400631136,375928
26.95134284232774,375929
26.67097577906414,375930
26.44941042397653,375931
26.244037554808017,375932
25.741119597986163,375933
25.2871605746027,375934
24.982234412157325,375935
24.59754479948328,375936
24.349205939429797,375937
24.235436319118868,375938
24.51671045863811,375939
24.12042661096467,375940
23.50656236902742,375941
22.96275796278277,375942
22.730959691208398,375943
22.662337301512032,375944
22.69806485584791,375945
22.540530812581512,375946
22.652016868956395,375947
22.865005077579163,375948
23.057316954171508,375949
23.310963720594984,375950
23.529245696499896,375951
23.533288535404623,375952
23.79792063106113,375953
23.393375591373513,375954
23.262386960871417,375955
23.208759152369048,375956
23.222588937943485,375957
23.05085802854157,375958
22.716756218966044,375959
22.39217269272719,375960
22.147435897200726,375961
21.881154986630683,375962
21.607314268568025,375963
21.308014027055613,375964
21.031390748869548,375965
20.8318139077546,375966
20.70596810079957,375967
20.860365793344492,375968
21.090229890973,375969
21.200432848526894,375970
21.184859203280737,375971
21.039702531768427,375972
20.676818208072653,375973
20.272707335140076,375974
19.989700930373523,375975
19.621490921706243,375976
19.34216583100949,375977
27.505593466058432,375978
27.466169424554742,375979
27.584170032942744,375980
27.742198023640427,375981
27.678130927387347,375982
27.698938729900725,375983
27.56675806566997,375984
27.357111827587136,375985
27.157451151351765,375986
27.066574318133526,375987
27.04327517102039,375988
27.197773053062107,375989
27.074505413811778,375990
26.839508170332735,375991
26.66968867258928,375992
26.470436392407095,375993
25.90001561780062,375994
25.38219263500622,375995
25.075186982001625,375996
24.74461265287908,375997
24.547222363584194,375998
24.477444245767423,375999
24.74824459899651,376000
24.387130774381017,376001
23.880240327224072,376002
23.355478073403233,376003
23.034343160695393,376004
22.98962473760933,376005
23.013167330811733,376006
22.91888267430135,376007
23.065669139624006,376008
23.279956971864216,376009
23.475116096263804,376010
23.716839836785425,376011
23.950581588485555,376012
23.954730837129986,376013
24.18835626758549,376014
23.79872929262086,376015
23.582637959884934,376016
23.49826400903436,376017
23.477763806339915,376018
23.257464382838215,376019
22.876205592528915,376020
22.510138149920046,376021
22.240631441743012,376022
21.972136643929055,376023
21.68683911407536,376024
21.372788154152772,376025
21.092177454387937,376026
20.925688086633308,376027
20.829933920573033,376028
21.064785447086656,376029
21.40245650656452,376030
21.551472761578733,376031
21.609106073303128,376032
21.59744933437932,376033
21.344937440526714,376034
21.07177265692291,376035
20.90321829875385,376036
20.640494202343938,376037
20.42573421016116,376038
27.48463061784672,376039
27.36323631641082,376040
27.384882752732672,376041
27.435142101302397,376042
27.37261777031236,376043
27.31127662479995,376044
27.225653975132488,376045
27.03403869243685,376046
26.70447660637495,376047
26.566651957262476,376048
26.54734103707682,376049
26.60647053433741,376050
26.32212324564619,376051
26.00924503782414,376052
25.829989222282563,376053
25.622640441760907,376054
25.18765643419431,376055
24.853842687680917,376056
24.58458607492735,376057
24.167243300068467,376058
23.880696897451326,376059
23.72817146812405,376060
23.886333277789845,376061
23.486301268264604,376062
22.836711756178318,376063
22.357526016310473,376064
22.209088083237276,376065
22.246950701273988,376066
22.306503123748797,376067
22.15353463596135,376068
22.248598798267697,376069
22.443575362298745,376070
22.680689717202625,376071
22.98468395571276,376072
23.20360817520814,376073
23.21768151631879,376074
23.36984554669646,376075
22.991246295397417,376076
22.945746436604516,376077
22.950980207529028,376078
22.96379092752981,376079
22.806182410429855,376080
22.50274632654947,376081
22.247021773042608,376082
22.07225151803198,376083
21.821540776681903,376084
21.53285066915511,376085
21.229946820658185,376086
20.91772942997875,376087
20.665661499022587,376088
20.459559518981635,376089
20.461209168195033,376090
20.52819796152433,376091
20.506903741877935,376092
20.37875001632019,376093
20.117580109801423,376094
19.632608360839257,376095
19.05138545047472,376096
18.63591896182224,376097
18.140783017469342,376098
17.768296197725586,376099
27.50815614169345,376100
27.403808872024225,376101
27.465257481624732,376102
27.55629382168354,376103
27.522604453383476,376104
27.550011466747577,376105
27.47179029384265,376106
27.286276241196646,376107
26.99818306482796,376108
26.879637452706746,376109
26.861343398970934,376110
26.963628687186677,376111
26.709179729857606,376112
26.39155312137263,376113
26.17143194566077,376114
25.959812885602595,376115
25.4686066139763,376116
25.05620995253672,376117
24.750809817761507,376118
24.314390035501734,376119
24.020703155003474,376120
23.88332167210191,376121
24.080563835012352,376122
23.675143174146292,376123
23.040041072959827,376124
22.50256879845344,376125
22.292816377071084,376126
22.257567235514824,376127
22.294907642541652,376128
22.129888645891562,376129
22.238980412682675,376130
22.45459806287763,376131
22.685356170343997,376132
22.98629986225274,376133
23.22339319831463,376134
23.23244040571096,376135
23.47872954842958,376136
23.065752222842374,376137
22.967705075943115,376138
22.944092809469602,376139
22.96451629501827,376140
22.79837803728242,376141
22.47439383699046,376142
22.181018322926946,376143
21.972550159593172,376144
21.711785645168575,376145
21.427355760994267,376146
21.119833441193947,376147
20.819456328407608,376148
20.58309120694468,376149
20.421102541757897,376150
20.529878742949656,376151
20.667731087031317,376152
20.7068547687174,376153
20.62325266305549,376154
20.409486296033982,376155
19.970342846885675,376156
19.476042147862554,376157
19.129556559802015,376158
18.69394909835556,376159
18.363943208403306,376160
27.425015995422168,376161
27.337256704712086,376162
27.401335299901824,376163
27.51178012608971,376164
27.475362043682694,376165
27.59394068542593,376166
27.515245579770802,376167
27.332697068404446,376168
27.05848168904769,376169
26.9394513618156,376170
26.90907053626377,376171
27.019620126439406,376172
26.781373155634576,376173
26.4615323576026,376174
26.245240270721414,376175
26.031890066801484,376176
25.512195295537285,376177
25.0765488535802,376178
24.760621848290494,376179
24.322918784684614,376180
24.025201631094802,376181
23.894198036590083,376182
24.11250899522603,376183
23.704057972897786,376184
23.079303078744836,376185
22.531298232842495,376186
22.29680254626458,376187
22.266391593653204,376188
22.29632343771292,376189
22.13431893036768,376190
22.256153922350116,376191
22.476576735635632,376192
22.71587548601994,376193
23.026139871400787,376194
23.27694969904832,376195
23.287450221136567,376196
23.579166438723547,376197
23.159319134141477,376198
23.054761993910684,376199
23.02789157311754,376200
23.044967781821427,376201
22.871856300873283,376202
22.536639704408397,376203
22.225924599400315,376204
22.01215170057739,376205
21.754148026362415,376206
21.464667588542717,376207
21.150172510168087,376208
20.854277410169498,376209
20.610048949249013,376210
20.461368795798265,376211
20.592096587372914,376212
20.755933817769403,376213
20.806046220528366,376214
20.711923027339232,376215
20.487332068272597,376216
20.08104387587539,376217
19.61424657320239,376218
19.287359699083392,376219
18.87235224635223,376220
18.547123996144318,376221
27.28685508804992,376222
27.224618640081864,376223
27.35156589418522,376224
27.50121992620472,376225
27.445653652835176,376226
27.525711391733456,376227
27.402094608921818,376228
27.181979216493005,376229
26.961416196780778,376230
26.864763450776444,376231
26.817603156637773,376232
26.939641679889995,376233
26.865398688253876,376234
26.66428451729105,376235
26.51882513062743,376236
26.31161295698866,376237
25.709589805246303,376238
25.208456043091253,376239
24.86582928341059,376240
24.468588823311705,376241
24.211714035083375,376242
24.107369899143162,376243
24.332359738123195,376244
23.90132329731477,376245
23.367079858435133,376246
22.80035031092111,376247
22.398555013529478,376248
22.29111042633404,376249
22.28441473948275,376250
22.14748923165409,376251
22.289744816095958,376252
22.51001259695068,376253
22.752655339375295,376254
23.052323090091804,376255
23.313840589472445,376256
23.32990435683129,376257
23.717702867189914,376258
23.319267002476856,376259
23.125279849330305,376260
23.06903576947755,376261
23.05093843593607,376262
22.824019038962298,376263
22.436009010230688,376264
22.07579838694391,376265
21.82992406383635,376266
21.57274905381103,376267
21.269060091207727,376268
20.93512230272993,376269
20.639577535958292,376270
20.410190772563656,376271
20.278779160104023,376272
20.461269655444834,376273
20.72055585213394,376274
20.830841257730377,376275
20.823207051994125,376276
20.739634142710432,376277
20.44448999042396,376278
20.101118124822197,376279
19.88178993692715,376280
19.548098466351536,376281
19.268871873259343,376282
27.192800610420406,376283
27.15358728777629,376284
27.274737102813482,376285
27.44274698564322,376286
27.374875070314737,376287
27.395232963671642,376288
27.249654031169282,376289
26.993642118841265,376290
26.785927453830794,376291
26.694967070403237,376292
26.64951376207653,376293
26.761271918480986,376294
26.689269106787155,376295
26.520894691078524,376296
26.384455272069772,376297
26.164091339436048,376298
25.563054607022366,376299
25.043410103843115,376300
24.711586942486473,376301
24.334667074073792,376302
24.111120316862902,376303
24.047234608011266,376304
24.33860559735372,376305
23.91306273055421,376306
23.410228465243843,376307
22.870973656385054,376308
22.478064321463926,376309
22.365246106667495,376310
22.346271188539525,376311
22.22216021870117,376312
22.371513054831453,376313
22.588860849170963,376314
22.82556016181654,376315
23.113787089287364,376316
23.365513662124613,376317
23.380712932117554,376318
23.853171406354523,376319
23.45142652267169,376320
23.22966099250163,376321
23.166688104644024,376322
23.135609661529237,376323
22.894843846037396,376324
22.49481979005603,376325
22.126389400845753,376326
21.867178891606464,376327
21.610202821434676,376328
21.30264898127453,376329
20.969113299938158,376330
20.67098846444729,376331
20.445837150194016,376332
20.315821402618155,376333
20.556353554594985,376334
20.86125423524991,376335
21.0058729633294,376336
21.008853289030867,376337
20.95339373409362,376338
20.723938317185596,376339
20.41116592874755,376340
20.2190332178354,376341
19.90771364705429,376342
19.639143958851292,376343
22.12515195200342,376344
22.09871271716204,376345
22.20495199823226,376346
22.180932777514897,376347
22.012844710849368,376348
21.93241787646746,376349
21.804932695049644,376350
21.675844425399603,376351
21.458763200069086,376352
21.403453906847787,376353
21.39410796361594,376354
21.430641611029866,376355
21.12657659000015,376356
20.796946052884273,376357
20.623670302751098,376358
20.394611439589134,376359
20.075779588081396,376360
19.88425278492712,376361
19.766820310286995,376362
19.573335200325733,376363
19.372315569081913,376364
19.103653006819002,376365
18.89328703413886,376366
18.451749897336654,376367
17.911897419341173,376368
17.572654365665276,376369
17.59133699874052,376370
17.762018820706214,376371
17.90811334605747,376372
17.853554307252946,376373
17.89493676670567,376374
18.0472681599974,376375
18.248023747871333,376376
18.42195013329225,376377
18.55867609656584,376378
18.672240612672645,376379
18.631656266077464,376380
18.46201655346077,376381
18.505570036445736,376382
18.5911546444755,376383
18.582862514320745,376384
18.456731394356385,376385
18.18846096523924,376386
17.950296076389918,376387
17.821168095652084,376388
17.622788076876354,376389
17.35796579778342,376390
17.099816514101263,376391
16.834211667408937,376392
16.62674915920906,376393
16.475526870139966,376394
16.4354769015531,376395
16.580401559859904,376396
16.55460586034156,376397
16.39759934695366,376398
16.05613547158042,376399
15.553752655765908,376400
15.004752167763126,376401
14.537794226395656,376402
13.958323188967839,376403
13.531340380585036,376404
24.136427951706136,376405
24.037381796367242,376406
24.072896665988353,376407
24.010730186395094,376408
23.856144993240136,376409
23.749058184840205,376410
23.59648627049976,376411
23.39124664891189,376412
23.074190931763187,376413
22.96091004234107,376414
22.97129106938369,376415
23.041186580792964,376416
22.768336546396597,376417
22.392543397587865,376418
22.247931754421394,376419
22.054947761775942,376420
21.741974718597703,376421
21.57908924971033,376422
21.44487046016504,376423
21.202705333051654,376424
21.0131266079916,376425
20.804054642181885,376426
20.657658603006627,376427
20.23976849768936,376428
19.63942689018149,376429
19.239976096576513,376430
19.188714180475998,376431
19.36381691882572,376432
19.479428246016656,376433
19.37811533079048,376434
19.419089607274678,376435
19.549375037083472,376436
19.757235898290762,376437
19.961051577486778,376438
20.100704638958693,376439
20.17217165093654,376440
20.102769868739102,376441
19.885580495707924,376442
19.916935937982625,376443
19.9801871633289,376444
19.963893166684343,376445
19.815498901922215,376446
19.52981881486676,376447
19.329936939767602,376448
19.205909571556035,376449
18.98588230868982,376450
18.691257691571327,376451
18.40291279840499,376452
18.108485748383476,376453
17.9106185361754,376454
17.751632411299425,376455
17.680247102390044,376456
17.756857133329184,376457
17.70145275034595,376458
17.55984131629311,376459
17.237686738798004,376460
16.734367423523643,376461
16.155522533829288,376462
15.67940416385008,376463
15.1160776294608,376464
14.710255887924582,376465
25.889251562878414,376466
25.769419534214123,376467
25.779580742483034,376468
25.72640494772059,376469
25.582975859721934,376470
25.49949896852806,376471
25.35603897230481,376472
25.141505267268826,376473
24.79784776112092,376474
24.65897707409831,376475
24.670895853635173,376476
24.72102905090816,376477
24.433783366818204,376478
24.106103741043754,376479
23.95101376398103,376480
23.762775326154184,376481
23.433468658668183,376482
23.2438628863828,376483
23.07935264356754,376484
22.79128969862485,376485
22.57804224444469,376486
22.3777582733328,376487
22.288129709855134,376488
21.87881169264673,376489
21.238703157639293,376490
20.844632083350056,376491
20.778159914074244,376492
20.914104565331975,376493
21.008836897622125,376494
20.865737476046373,376495
20.91653626367036,376496
21.057949179936294,376497
21.27763835598405,376498
21.515433617820833,376499
21.66608990372734,376500
21.720489651588355,376501
21.665502874855267,376502
21.41480692774531,376503
21.441208258713676,376504
21.491902584681128,376505
21.475708790890415,376506
21.32083321341745,376507
21.03209508596936,376508
20.84221298644616,376509
20.71333852723767,376510
20.479952955563594,376511
20.17608966750793,376512
19.87950697010038,376513
19.571078834147926,376514
19.355821783531066,376515
19.18180021400748,376516
19.097112917858674,376517
19.104310993467728,376518
19.032130520871874,376519
18.871660798723607,376520
18.561743339186535,376521
18.060362318345575,376522
17.46800165109351,376523
16.999821508152568,376524
16.458722209716036,376525
16.063263562481627,376526
26.5135993915313,376527
26.39583250630527,376528
26.411524077742826,376529
26.405287742035416,376530
26.30670312281518,376531
26.236382428967186,376532
26.132476586259635,376533
25.922964167628933,376534
25.567406606886074,376535
25.408530839294336,376536
25.41749351732154,376537
25.400037274106012,376538
25.031363174327925,376539
24.700494707989364,376540
24.5266692899665,376541
24.329247112323348,376542
23.928923261068224,376543
23.65455754020183,376544
23.422501460712326,376545
23.04342032856946,376546
22.76986626158355,376547
22.59176718676793,376548
22.57711853965491,376549
22.1768470527209,376550
21.504021066356387,376551
21.140103317806968,376552
21.1101760250723,376553
21.192440400211698,376554
21.278041754740617,376555
21.128082894505937,376556
21.216553981293817,376557
21.39991460135892,376558
21.65674729648375,376559
21.960635069864324,376560
22.158279802711455,376561
22.18524356840255,376562
22.12551317425462,376563
21.799387736898694,376564
21.81934436410551,376565
21.84508296065153,376566
21.84343158964843,376567
21.685923166937545,376568
21.3787140732544,376569
21.18295404072664,376570
21.05093771256298,376571
20.8139886108984,376572
20.51132166312204,376573
20.204846990061,376574
19.882029254652444,376575
19.641388610110887,376576
19.45470449314496,376577
19.37473093123698,376578
19.359057995593293,376579
19.287829365500023,376580
19.122842691286564,376581
18.82705219592264,376582
18.326654865918947,376583
17.695896693774234,376584
17.241304546056988,376585
16.701522785932834,376586
16.297836203653024,376587
26.106822027684753,376588
25.94860718115494,376589
25.961558294147004,376590
25.995068273948515,376591
25.939729442498006,376592
25.856678250526947,376593
25.798576020553554,376594
25.60944190434452,376595
25.24490075973161,376596
25.07228658239616,376597
25.060873930243844,376598
25.02319283992208,376599
24.643059859957113,376600
24.262508593316202,376601
24.07112223441191,376602
23.88834698805003,376603
23.449667495748628,376604
23.138835595734495,376605
22.856344133548035,376606
22.40176796112167,376607
22.07832085006586,376608
21.915730666216632,376609
22.056951859727214,376610
21.671753811395867,376611
20.989441955635026,376612
20.618083713807415,376613
20.584318670953962,376614
20.67393802193692,376615
20.748266827762215,376616
20.603287678058052,376617
20.725472238232534,376618
20.938588202463293,376619
21.22230210685711,376620
21.582247642767015,376621
21.830672878378927,376622
21.838257853927487,376623
21.8989200180116,376624
21.5215427459986,376625
21.541712816476114,376626
21.54846846779935,376627
21.55036077649816,376628
21.384608595150613,376629
21.059934473825514,376630
20.83671553254731,376631
20.69005782416467,376632
20.438065061053642,376633
20.141746366884565,376634
19.83465067072466,376635
19.499792773922824,376636
19.23212650729201,376637
19.00924773151072,376638
18.973823610001663,376639
18.987033280700278,376640
18.913474690128304,376641
18.714620227575566,376642
18.42877709483419,376643
17.94893008235129,376644
17.294853340337955,376645
16.85995569080742,376646
16.351196538474966,376647
15.955171575674989,376648
26.480823821000328,376649
26.35016791222824,376650
26.39975084779111,376651
26.460683295151426,376652
26.392871943684987,376653
26.28862067675513,376654
26.214531067279665,376655
26.0182625651958,376656
25.685265705713277,376657
25.51906727926314,376658
25.509146074041077,376659
25.575444152388716,376660
25.270371238435366,376661
24.867894763959477,376662
24.676306140619104,376663
24.44557626917731,376664
23.95786287298889,376665
23.602304032331432,376666
23.314754308803295,376667
22.866248821614015,376668
22.53900772182631,376669
22.377768485788714,376670
22.539903967866977,376671
22.124651655611,376672
21.44313361122304,376673
20.95291894778704,376674
20.813492417795825,376675
20.879227830343446,376676
20.942094116435307,376677
20.791216502121628,376678
20.91612039536571,376679
21.13911939349526,376680
21.42973961231376,376681
21.789160062974318,376682
22.043767550412216,376683
22.063687728086677,376684
22.211271061488674,376685
21.81515941859087,376686
21.804080889842737,376687
21.818207616824782,376688
21.834191440787585,376689
21.667606819862918,376690
21.3384676888244,376691
21.10262047212481,376692
20.95386749997597,376693
20.710238774029893,376694
20.40265036922876,376695
20.07539842394629,376696
19.75732365590777,376697
19.50200696839999,376698
19.324633008837207,376699
19.337969784379474,376700
19.38201101679809,376701
19.340541136688,376702
19.16892273639268,376703
18.874493361230456,376704
18.36303894763312,376705
17.78680584268173,376706
17.38530834439066,376707
16.89349223459728,376708
16.50560557564595,376709
27.3607437257045,376710
27.259305606629496,376711
27.341046185770296,376712
27.445547052448468,376713
27.384648164542558,376714
27.24987187456803,376715
27.181544285045245,376716
26.987463507913592,376717
26.68658000591915,376718
26.527757464107268,376719
26.485397101918295,376720
26.570328512622957,376721
26.31772733354248,376722
25.973963074106177,376723
25.774342498270435,376724
25.521681162562526,376725
24.94352786275398,376726
24.502814531264256,376727
24.172367037578788,376728
23.687828096965163,376729
23.333635715067366,376730
23.193833075083994,376731
23.34537668881392,376732
22.908342761478192,376733
22.24172549090691,376734
21.69934670763533,376735
21.468642460476044,376736
21.469563938056876,376737
21.501948235019853,376738
21.363201397835834,376739
21.516406964416262,376740
21.762346034744482,376741
22.073221743943385,376742
22.466104886394287,376743
22.77262761951298,376744
22.79392332777045,376745
23.049193214826225,376746
22.610833397100066,376747
22.55788783501405,376748
22.56015187787755,376749
22.57612727391069,376750
22.391203598955443,376751
22.03779045015178,376752
21.73519182073359,376753
21.563278069959434,376754
21.32216739325436,376755
21.005748957675763,376756
20.660839877850975,376757
20.34109503809136,376758
20.061666215599494,376759
19.898420566094337,376760
20.000078397013347,376761
20.083934125705834,376762
20.078974339829273,376763
19.92389148309309,376764
19.66308152649848,376765
19.201951190704442,376766
18.6941978083171,376767
18.343664633248853,376768
17.87539658848958,376769
17.49101871033446,376770
27.792092144200943,376771
27.705654371647412,376772
27.81466988741903,376773
27.94257985618958,376774
27.887642945223444,376775
27.787881041046894,376776
27.69827779557435,376777
27.4818825865518,376778
27.198673685585224,376779
27.047688893208665,376780
26.996862001430404,376781
27.10244096504131,376782
26.89618343523489,376783
26.639967400227004,376784
26.451812862070206,376785
26.18686848001007,376786
25.568462725143714,376787
25.084897758384756,376788
24.73263846561296,376789
24.244212960868598,376790
23.887870721416064,376791
23.75650275903871,376792
23.883128664653846,376793
23.423311435149948,376794
22.77221736348369,376795
22.186124612852815,376796
21.88520224262638,376797
21.79461395953038,376798
21.800941064334467,376799
21.64415049108577,376800
21.776493265634105,376801
22.022789217605997,376802
22.339753513665762,376803
22.732725382779098,376804
23.047925291816856,376805
23.072887346493452,376806
23.437601712774217,376807
22.99087604488314,376808
22.898199582600494,376809
22.896377393470914,376810
22.906132645424897,376811
22.706126497496285,376812
22.33235234752965,376813
22.00390254774849,376814
21.83694046288103,376815
21.600848032019634,376816
21.27788631768104,376817
20.920671791435574,376818
20.602894651635538,376819
20.305862615762198,376820
20.14084182345335,376821
20.259026486606828,376822
20.396710190184958,376823
20.41197215520085,376824
20.267302064449204,376825
20.050878165016435,376826
19.630619579265993,376827
19.157583546719795,376828
18.831186836557794,376829
18.366830761896026,376830
17.977069578963686,376831
27.4985543689861,376832
27.45699068319388,376833
27.602980123460462,376834
27.762307372248948,376835
27.683236004336138,376836
27.5742431160078,376837
27.416142742228864,376838
27.165883767817874,376839
26.91751400169543,376840
26.78973333763504,376841
26.704318965848483,376842
26.824336108743623,376843
26.72726015712515,376844
26.538976798303246,376845
26.402761037622646,376846
26.122391932220623,376847
25.464092023746858,376848
24.932001931109177,376849
24.566010080209917,376850
24.112389332143536,376851
23.811393485845315,376852
23.68754858563254,376853
23.79978268932618,376854
23.322782705729395,376855
22.771318071484213,376856
22.147421788957917,376857
21.732223538108805,376858
21.59430965240039,376859
21.549808024327927,376860
21.380794346894906,376861
21.524980445108845,376862
21.754512295341105,376863
22.05228379106452,376864
22.413936904230003,376865
22.71125543088064,376866
22.743605706055316,376867
23.084895623623538,376868
22.6471973262815,376869
22.46362188448444,376870
22.45093055243551,376871
22.431616713781246,376872
22.185829654841413,376873
21.78468944154703,376874
21.4237951215462,376875
21.211432940753546,376876
20.979912855019496,376877
20.65713073569931,376878
20.29924297419759,376879
19.978289205343902,376880
19.68429833853009,376881
19.524351424771613,376882
19.74442186765136,376883
19.97829776675193,376884
20.033592698133155,376885
19.90667025933638,376886
19.764594294654067,376887
19.45223312025621,376888
19.06258587757069,376889
18.806851375270572,376890
18.378225281223642,376891
17.998689429008692,376892
27.209767042007023,376893
27.17410242710158,376894
27.330458891626414,376895
27.48564104617607,376896
27.405794293116802,376897
27.257799269470812,376898
27.067437839327262,376899
26.802227222489144,376900
26.572993431304727,376901
26.448472050815802,376902
26.398606397596488,376903
26.496904744211726,376904
26.444979411087573,376905
26.288528191500234,376906
26.1760092660545,376907
25.90223604170583,376908
25.204115963023114,376909
24.636707474843924,376910
24.238992814702485,376911
23.785770107178426,376912
23.499071374818875,376913
23.374645739939158,376914
23.427803541720145,376915
22.946333240681525,376916
22.39294932960717,376917
21.756186400381463,376918
21.274395797795687,376919
21.1167880362851,376920
21.02807724562122,376921
20.84073325799987,376922
21.003415690315663,376923
21.24541583626129,376924
21.551513175604214,376925
21.915214275894055,376926
22.221299507754434,376927
22.26344651566325,376928
22.60845675706529,376929
22.149994323863147,376930
21.89869585810362,376931
21.881077623657607,376932
21.842025094865157,376933
21.572861537342728,376934
21.151377349876185,376935
20.76560146547005,376936
20.512121756539692,376937
20.26643739199632,376938
19.92689098297882,376939
19.546220042370656,376940
19.226250975914358,376941
18.937800402975984,376942
18.765173852362206,376943
19.056250056838174,376944
19.337571384130126,376945
19.424373053278497,376946
19.37232694462483,376947
19.25589880420953,376948
18.984731274616422,376949
18.61474868366297,376950
18.39189839361161,376951
17.98264245488769,376952
17.616232731664695,376953
27.086404574090935,376954
27.074392829933316,376955
27.232894875438895,376956
27.320954983731777,376957
27.238770495447206,376958
27.01418696616759,376959
26.80775615466983,376960
26.586995920978396,376961
26.361418859860596,376962
26.25642440665445,376963
26.198604547282088,376964
26.323929554886206,376965
26.320423527763772,376966
26.199218225272578,376967
26.10760063725792,376968
25.82256665203876,376969
25.15005484077348,376970
24.643085154580696,376971
24.252722728454714,376972
23.815937112470273,376973
23.554046890704203,376974
23.400067815848484,376975
23.335772771015108,376976
22.86269621121432,376977
22.32066929031543,376978
21.66041371907177,376979
21.148670288248343,376980
20.941781102462734,376981
20.810895454494066,376982
20.585978148576558,376983
20.70475107535145,376984
20.91395176681348,376985
21.182016219351453,376986
21.508451738258827,376987
21.788234423145,376988
21.84376167864935,376989
22.065681602110125,376990
21.62810290265325,376991
21.35273374584414,376992
21.322174617299318,376993
21.250627621364732,376994
20.97278249502574,376995
20.555441437287733,376996
20.183152374631756,376997
19.942924649513273,376998
19.712303460651775,376999
19.390498358781635,377000
19.03163835713266,377001
18.692274666804273,377002
